ticket_id,account_id,customer_segment,uk_region,support_channel,product_area,issue_category,priority_initial,submitted_at,day_of_week,hour_of_day,customer_tenure_months,contract_value_gbp,previous_tickets_90d,avg_sentiment_score,customer_message,message_length,contains_urgent_keyword,contains_refund_keyword,agent_queue_length_at_submit,assigned_agent,agent_experience_months,backlog_age_hours,first_response_minutes,reopened_last_90d,resolved_at,escalated_prior_to_resolution,resolution_hours,final_priority,sla_breached
TCK-202509702,ACC-60471,Mid-Market,Northern Ireland,partner portal,Account Access,access_request,Critical,2025-11-04 06:57:00,Tuesday,6,35.0,7655.21,1,0.346,Ticket raised through support queue for Account Access; customer notes access request and asks for next steps.,110,0,0,34.0,Muhammad,11,4.11,117,0,2025-11-04 22:33:41,1,15.61,Critical,1
TCK-202509703,ACC-46076,SMB,London,email,Workflow Automation,performance,High,2026-02-21 11:46:00,Saturday,11,45.0,7355.98,15,-0.513,Client asks for urgent support regarding performance; impact: payment processing is blocked.,92,0,0,37.0,Grace,4,0.22,104,0,2026-02-22 16:32:52,1,28.78,High,1
TCK-202509704,ACC-43013,SMB,Wales,email,Security,billing_query,Medium,2026-01-28 07:50:00,Wednesday,7,38.0,2538.32,0,0.111,Ticket raised through support queue for Security; customer notes billing query and asks for next steps. Customer mentions billing dispute.,138,0,1,24.0,Grace,1,11.86,31,0,2026-01-29 01:30:25,0,17.67,Medium,0
TCK-202509705,ACC-20992,Mid-Market,London,phone,Payments,how_to,High,2025-12-29 23:58:00,Monday,23,30.0,10747.12,0,-0.568,Client asks for urgent support regarding how to; impact: payment processing is blocked.,87,0,0,48.0,Sophie,33,4.71,257,1,2025-12-30 19:49:33,0,19.86,High,0
TCK-202509706,ACC-23275,Mid-Market,Northern Ireland,web,Billing,bug,Critical,2025-10-16 08:47:00,Thursday,8,25.0,29734.59,3,0.856,Account team escalated a customer case connected to Account Access. Main issue: bug.,84,0,0,6.0,Oliver,31,35.14,166,0,2025-10-17 09:26:44,1,24.66,Critical,1
TCK-202509707,ACC-42011,Mid-Market,London,chat,Workflow Automation,refund_request,Medium,2025-10-25 01:21:00,Saturday,1,28.0,12283.79,2,0.139,Account team escalated a customer case connected to Workflow Automation. Main issue: refund request.,100,0,0,29.0,Ava,23,1.76,177,0,2025-10-25 16:30:55,0,15.17,Medium,0
TCK-202509708,ACC-98735,Mid-Market,Wales,phone,Api Integration,data_quality,Critical,2025-09-18 09:18:00,Thursday,9,0.0,2036.85,2,-0.57,Client asks for urgent support regarding data quality; impact: the renewal review is due.,89,0,0,62.0,Oliver,1,11.64,135,0,2025-09-19 14:54:11,1,29.6,Critical,1
TCK-202509709,ACC-58555,SMB,Northern Ireland,phone,Workflow Automation,bug,High,2026-01-01 05:43:00,Thursday,5,33.0,15586.41,7,0.416,Client asks for urgent support regarding bug; impact: payment processing is blocked.,84,0,0,41.0,Muhammad,12,9.03,14,0,2026-01-02 16:44:50,1,35.03,High,1
TCK-202509710,ACC-31864,Enterprise,South East,phone,Reporting,bug,Critical,2025-10-24 08:18:00,Friday,8,19.0,36510.78,0,-0.79,Customer reports bug in Reporting. They need help because an integration partner is blocked.,92,0,0,27.0,Noah,30,13.18,117,0,2025-10-25 14:39:33,1,30.36,Critical,1
TCK-202509711,ACC-87158,SMB,Wales,phone,Data Export,billing_query,Medium,2025-12-20 01:47:00,Saturday,1,31.0,3927.93,6,0.171,Client asks for urgent support regarding billing query; impact: an integration partner is blocked.,98,0,0,11.0,Sophie,18,2.37,94,1,2025-12-20 13:29:24,0,11.71,Medium,0
TCK-202509712,ACC-14033,Mid-Market,Scotland,email,Workflow Automation,how_to,Low,2025-09-22 08:13:00,Monday,8,16.0,2764.12,1,-0.009,Client asks for urgent support regarding how to; impact: payment processing is blocked.,87,0,0,21.0,George,12,4.48,1,0,2025-09-23 06:51:09,0,22.64,Low,0
TCK-202509713,ACC-93368,Mid-Market,South East,phone,Api Integration,bug,Critical,2025-09-08 09:11:00,Monday,9,34.0,9301.79,11,0.18,Account team escalated a customer case connected to API Integration. Main issue: bug.,85,0,0,35.0,Leo,39,12.59,150,0,2025-09-09 20:35:56,1,35.42,Critical,1
TCK-202509714,ACC-81803,Enterprise,Northern Ireland,web,Billing,how_to,High,2025-12-04 21:30:00,Thursday,21,55.0,25591.55,0,0.153,Customer reports how to in Billing. They need help because monthly reporting is delayed.,88,0,0,49.0,Oliver,40,1.45,202,0,2025-12-05 19:54:06,1,22.4,Critical,1
TCK-202509715,ACC-79338,SMB,South West,chat,Payments,service_outage,Critical,2025-12-04 09:36:00,Thursday,9,15.0,6502.23,3,-0.745,Customer reports service outage in Payments. They need help because a senior stakeholder is waiting. ASAP.,106,1,0,49.0,Ava,1,11.88,272,0,2025-12-05 14:31:54,1,28.93,Critical,1
TCK-202509716,ACC-72776,Mid-Market,Wales,web,Data Export,how_to,Medium,2025-11-23 08:59:00,Sunday,8,27.0,16829.49,2,0.36,Client asks for urgent support regarding how to; impact: the renewal review is due. blocked.,92,1,0,3.0,Ava,36,2.36,71,0,2025-11-23 23:59:55,0,15.02,Medium,0
TCK-202509717,ACC-73441,SMB,South West,web,Workflow Automation,how_to,High,2026-02-13 01:19:00,Friday,1,10.0,10466.5,4,-0.478,Client asks for urgent support regarding how to; impact: the customer is threatening cancellation.,98,0,0,36.0,Leo,15,5.11,248,0,2026-02-13 17:56:44,0,16.63,High,0
TCK-202509718,ACC-67514,SMB,West Midlands,email,Account Access,access_request,Medium,2025-09-20 10:05:00,Saturday,10,30.0,9860.78,8,-0.002,Client asks for urgent support regarding access request; impact: several end users are affected.,96,0,0,27.0,Noah,30,5.11,145,0,2025-09-21 03:26:40,0,17.36,Medium,0
TCK-202509719,ACC-98335,SMB,Northern Ireland,chat,Account Access,service_outage,Critical,2025-09-14 16:35:00,Sunday,16,0.0,10229.26,7,-0.46,The user cannot complete a workflow in Account Access. Error appears during service outage. escalate.,101,1,0,52.0,Harry,9,3.08,177,0,2025-09-16 06:59:20,1,38.41,Critical,1
TCK-202509720,ACC-60577,SMB,Northern Ireland,phone,Billing,access_request,Critical,2025-12-08 21:24:00,Monday,21,44.0,84425.14,2,0.375,Ticket raised through support queue for Billing; customer notes access request and asks for next steps. escalate.,113,1,0,23.0,Harry,1,29.28,143,0,2025-12-09 20:32:53,1,23.15,Critical,1
TCK-202509721,ACC-23181,SMB,Wales,chat,Api Integration,data_quality,High,2025-11-05 02:46:00,Wednesday,2,38.0,4943.64,7,1.0,The user cannot complete a workflow in API Integration. Error appears during data quality.,90,0,0,25.0,Grace,27,29.78,28,0,2025-11-06 15:44:27,1,36.97,Critical,1
TCK-202509722,ACC-58142,SMB,Yorkshire,email,Workflow Automation,bug,Medium,2025-10-26 08:56:00,Sunday,8,45.0,4505.81,2,-0.56,The user cannot complete a workflow in Workflow Automation. Error appears during bug.,85,0,0,37.0,Grace,23,0.09,109,0,2025-10-27 10:42:03,0,25.77,Medium,0
TCK-202509723,ACC-20208,Enterprise,East Midlands,email,Payments,bug,Critical,2025-11-08 04:03:00,Saturday,4,14.0,38318.4,0,-0.355,Ticket raised through support queue for Payments; customer notes bug and asks for next steps.,93,0,0,61.0,Grace,14,7.33,232,0,2025-11-09 01:14:38,1,21.19,Critical,1
TCK-202509724,ACC-30968,SMB,West Midlands,chat,Billing,integration_failure,Critical,2025-10-17 00:08:00,Friday,0,11.0,8323.13,13,-0.491,Ticket raised through support queue for Billing; customer notes integration failure and asks for next steps. immediately.,121,1,0,30.0,Grace,5,0.33,202,0,2025-10-18 10:48:29,1,34.67,Critical,1
TCK-202509725,ACC-46778,SMB,South East,phone,Account Access,integration_failure,Critical,2025-11-12 15:27:00,Wednesday,15,10.0,30797.31,5,-0.019,Customer reports integration failure in Account Access. They need help because the renewal review is due. critical.,115,1,0,45.0,Ava,29,4.69,193,0,2025-11-14 01:18:34,1,33.86,Critical,1
TCK-202509726,ACC-95357,SMB,Scotland,phone,Billing,integration_failure,Critical,2025-10-18 00:56:00,Saturday,0,47.0,7524.21,1,-0.595,The user cannot complete a workflow in Billing. Error appears during integration failure. immediately.,102,1,0,24.0,Amelia,10,5.42,1,0,2025-10-19 06:30:36,1,29.58,Critical,1
TCK-202509727,ACC-29183,SMB,Wales,web,Security,billing_query,Medium,2025-12-11 17:11:00,Thursday,17,29.0,11234.75,4,-0.129,The user cannot complete a workflow in Security. Error appears during billing query.,84,0,0,35.0,Isla,32,2.67,261,0,2025-12-11 21:03:47,0,3.88,Medium,0
TCK-202509728,ACC-39968,Enterprise,South East,partner portal,Api Integration,how_to,Medium,2025-10-11 17:57:00,Saturday,17,77.0,28970.47,3,1.0,Account team escalated a customer case connected to API Integration. Main issue: how to.,88,0,0,21.0,George,24,0.93,19,0,2025-10-12 18:37:59,0,24.68,Medium,0
TCK-202509729,ACC-84836,Public Sector,Northern Ireland,web,Workflow Automation,access_request,Critical,2026-01-19 12:22:00,Monday,12,20.0,49527.28,2,0.864,The user cannot complete a workflow in Workflow Automation. Error appears during access request.,96,0,0,55.0,Oliver,63,10.18,264,0,2026-01-20 08:43:18,1,20.36,Critical,1
TCK-202509730,ACC-42641,Enterprise,South West,phone,Reporting,service_outage,Critical,2026-02-14 12:22:00,Saturday,12,21.0,153909.61,0,-0.824,Customer reports service outage in Reporting. They need help because a compliance deadline is near. deadline.,109,1,0,36.0,Noah,27,13.98,159,0,2026-02-15 21:30:30,1,33.14,Critical,1
TCK-202509731,ACC-41899,Public Sector,Northern Ireland,web,Account Access,bug,Critical,2025-09-19 18:26:00,Friday,18,14.0,47271.64,2,-1.0,The user cannot complete a workflow in Account Access. Error appears during bug.,80,0,0,46.0,Sophie,9,4.77,307,0,2025-09-20 23:41:55,1,29.27,Critical,1
TCK-202509732,ACC-53986,Mid-Market,Wales,web,Reporting,integration_failure,Critical,2025-11-07 09:56:00,Friday,9,38.0,16839.44,2,0.436,Ticket raised through support queue for Reporting; customer notes integration failure and asks for next steps. deadline.,120,1,0,67.0,Mia,7,1.2,202,1,2025-11-08 20:51:16,1,34.92,Critical,1
TCK-202509733,ACC-77376,Public Sector,Yorkshire,email,Mobile App,how_to,High,2025-12-11 00:55:00,Thursday,0,42.0,48892.37,0,0.387,Ticket raised through support queue for Mobile App; customer notes how to and asks for next steps.,98,0,0,33.0,Muhammad,24,6.72,69,0,2025-12-11 22:52:24,1,21.96,Critical,1
TCK-202509734,ACC-45906,SMB,West Midlands,web,Account Access,bug,Medium,2025-10-17 06:18:00,Friday,6,42.0,2327.9,4,-0.015,Client asks for urgent support regarding bug; impact: the issue affects only one user.,86,0,0,44.0,Amelia,32,2.92,290,0,2025-10-18 05:26:02,0,23.13,Medium,0
TCK-202509735,ACC-30078,SMB,South East,chat,Security,bug,Critical,2025-10-13 01:33:00,Monday,1,24.0,11945.08,0,0.556,Ticket raised through support queue for Security; customer notes bug and asks for next steps.,93,0,0,12.0,Sophie,6,12.53,87,0,2025-10-13 15:57:06,1,14.4,Critical,1
TCK-202509736,ACC-20399,SMB,Greater Manchester,email,Account Access,integration_failure,High,2025-11-04 14:05:00,Tuesday,14,39.0,7077.64,0,0.256,Customer reports integration failure in Account Access. They need help because payment processing is blocked. deadline.,119,1,0,48.0,Amelia,25,2.46,74,0,2025-11-05 11:09:49,0,21.08,High,0
TCK-202509737,ACC-91712,Enterprise,West Midlands,email,Workflow Automation,access_request,Critical,2025-11-11 03:25:00,Tuesday,3,17.0,224055.42,6,-0.085,Account team escalated a customer case connected to Workflow Automation. Main issue: access request.,100,0,0,30.0,Muhammad,28,9.98,138,0,2025-11-12 04:10:07,1,24.75,Critical,1
TCK-202509738,ACC-88889,Mid-Market,Northern Ireland,phone,Billing,how_to,Medium,2025-10-19 04:19:00,Sunday,4,16.0,14806.89,0,0.698,Client asks for urgent support regarding how to; impact: an integration partner is blocked.,91,0,0,33.0,Leo,1,14.75,1,0,2025-10-19 21:38:19,0,17.32,Medium,0
TCK-202509739,ACC-29352,Mid-Market,South West,web,Billing,service_outage,Critical,2025-12-01 20:44:00,Monday,20,22.0,42703.91,0,0.751,Client asks for urgent support regarding service outage; impact: a compliance deadline is near. critical.,105,1,0,11.0,Mia,8,6.12,110,0,2025-12-03 01:41:23,1,28.96,Critical,1
TCK-202509740,ACC-95841,Public Sector,Wales,email,Mobile App,bug,Critical,2026-01-26 18:18:00,Monday,18,12.0,31093.63,1,-0.411,The user cannot complete a workflow in Mobile App. Error appears during bug.,76,0,0,19.0,Ava,13,9.84,88,0,2026-01-27 18:15:06,1,23.95,Critical,1
TCK-202509741,ACC-90823,SMB,Northern Ireland,chat,Reporting,bug,High,2026-01-16 14:25:00,Friday,14,39.0,7599.2,3,0.441,Client asks for urgent support regarding bug; impact: several end users are affected.,85,0,0,66.0,Harry,39,15.14,259,0,2026-01-17 15:37:52,1,25.21,High,1
TCK-202509742,ACC-68432,SMB,London,chat,Reporting,data_quality,High,2025-12-04 20:24:00,Thursday,20,10.0,4970.78,5,0.289,Customer reports data quality in Reporting. They need help because the customer is threatening cancellation.,108,0,0,27.0,Grace,14,13.14,154,0,2025-12-05 18:07:25,1,21.72,High,0
TCK-202509743,ACC-32347,SMB,Scotland,email,Mobile App,bug,High,2025-09-23 16:45:00,Tuesday,16,0.0,4906.51,5,0.424,Account team escalated a customer case connected to Mobile App. Main issue: bug.,80,0,0,39.0,Leo,32,13.55,110,0,2025-09-24 15:16:00,0,22.52,High,0
TCK-202509744,ACC-31769,SMB,South East,phone,Billing,bug,Medium,2025-12-08 10:52:00,Monday,10,48.0,9333.65,2,0.092,Account team escalated a customer case connected to Billing. Main issue: bug.,77,0,0,28.0,Amelia,14,1.52,214,0,2025-12-08 15:28:19,0,4.61,Medium,0
TCK-202509745,ACC-65078,SMB,London,web,Payments,integration_failure,Critical,2025-09-26 08:30:00,Friday,8,30.0,2653.66,0,-0.111,Account team escalated a customer case connected to Payments. Main issue: integration failure. escalate.,104,1,0,30.0,Harry,26,16.95,6,0,2025-09-27 21:42:36,1,37.21,Critical,1
TCK-202509746,ACC-81662,SMB,South West,web,Api Integration,access_request,Low,2026-02-24 05:18:00,Tuesday,5,42.0,14545.46,2,1.0,The user cannot complete a workflow in API Integration. Error appears during access request.,92,0,0,21.0,Amelia,8,5.11,142,0,2026-02-25 05:15:51,0,23.96,Low,0
TCK-202509747,ACC-40310,Enterprise,South West,chat,Security,billing_query,Critical,2025-11-15 06:18:00,Saturday,6,36.0,135366.52,2,-0.336,The user cannot complete a workflow in Security. Error appears during billing query. Customer mentions refund.,110,0,1,0.0,Sophie,20,1.23,51,0,2025-11-15 14:48:34,1,8.51,Critical,1
TCK-202509748,ACC-46628,Enterprise,Greater Manchester,chat,Data Export,how_to,Critical,2025-11-22 22:45:00,Saturday,22,51.0,85066.89,1,0.897,Customer reports how to in Data Export. They need help because the issue affects only one user.,95,0,0,41.0,Mia,38,5.06,205,0,2025-11-23 15:16:46,1,16.53,Critical,1
TCK-202509749,ACC-81631,Enterprise,South East,chat,Api Integration,data_quality,Critical,2025-10-29 22:12:00,Wednesday,22,15.0,108507.73,2,0.586,Client asks for urgent support regarding data quality; impact: several end users are affected. blocked.,103,1,0,32.0,Muhammad,1,15.61,86,1,2025-10-30 22:18:36,1,24.11,Critical,1
TCK-202509750,ACC-66619,SMB,Yorkshire,chat,Reporting,how_to,High,2026-02-27 08:31:00,Friday,8,39.0,16493.5,11,0.708,Customer reports how to in Reporting. They need help because a compliance deadline is near. critical.,101,1,0,36.0,Grace,44,4.1,133,1,2026-02-28 12:57:49,1,28.45,High,1
TCK-202509751,ACC-98059,Public Sector,South West,phone,Payments,service_outage,Critical,2025-11-14 23:12:00,Friday,23,32.0,136776.38,2,-0.406,Account team escalated a customer case connected to Payments. Main issue: service outage. urgent.,97,1,0,37.0,Sophie,4,9.74,256,0,2025-11-16 15:40:23,1,40.47,Critical,1
TCK-202509752,ACC-21792,SMB,Yorkshire,chat,Security,bug,High,2025-11-11 23:46:00,Tuesday,23,17.0,4567.79,0,-0.696,Client asks for urgent support regarding bug; impact: a compliance deadline is near.,84,0,0,27.0,Ava,46,9.02,154,0,2025-11-13 09:08:43,1,33.38,High,1
TCK-202509753,ACC-63228,Enterprise,Wales,email,Workflow Automation,performance,Critical,2025-11-06 07:38:00,Thursday,7,36.0,80263.45,1,0.089,The user cannot complete a workflow in Workflow Automation. Error appears during performance.,93,0,0,39.0,Sophie,5,2.37,171,1,2025-11-07 11:56:27,1,28.31,Critical,1
TCK-202509754,ACC-20439,Public Sector,Northern Ireland,email,Api Integration,how_to,Critical,2026-02-11 17:17:00,Wednesday,17,21.0,250301.47,0,0.625,Client asks for urgent support regarding how to; impact: an integration partner is blocked.,91,0,0,40.0,Oliver,25,5.01,134,0,2026-02-12 04:51:15,1,11.57,Critical,1
TCK-202509755,ACC-95463,Public Sector,Scotland,web,Mobile App,billing_query,Critical,2025-12-24 00:13:00,Wednesday,0,40.0,69164.15,1,-0.133,Customer reports billing query in Mobile App. They need help because the customer is threatening cancellation.,110,0,0,24.0,Noah,22,4.16,131,0,2025-12-24 20:36:24,1,20.39,Critical,1
TCK-202509756,ACC-60494,Mid-Market,West Midlands,partner portal,Api Integration,access_request,High,2025-10-31 02:55:00,Friday,2,11.0,5986.62,0,0.429,Ticket raised through support queue for API Integration; customer notes access request and asks for next steps. immediately.,124,1,0,23.0,Mia,7,2.15,160,0,2025-11-01 06:28:33,1,27.56,High,1
TCK-202509757,ACC-76634,SMB,London,email,Mobile App,how_to,Low,2025-12-22 20:07:00,Monday,20,52.0,9309.43,0,0.593,The user cannot complete a workflow in Mobile App. Error appears during how to.,79,0,0,0.0,George,1,2.81,43,0,2025-12-23 15:30:49,0,19.4,Low,0
TCK-202509758,ACC-83748,SMB,Northern Ireland,partner portal,Billing,refund_request,Critical,2025-11-15 05:41:00,Saturday,5,4.0,54796.14,8,0.428,The user cannot complete a workflow in Billing. Error appears during refund request. Customer mentions chargeback.,114,0,1,12.0,Ava,26,4.75,1,0,2025-11-16 04:31:32,1,22.84,Critical,1
TCK-202509759,ACC-70172,Mid-Market,Greater Manchester,chat,Workflow Automation,bug,Critical,2026-01-18 08:58:00,Sunday,8,52.0,3433.27,4,-0.647,Account team escalated a customer case connected to Workflow Automation. Main issue: bug.,89,0,0,15.0,Muhammad,41,12.34,114,0,2026-01-19 15:50:17,1,30.87,Critical,1
TCK-202509760,ACC-38412,Enterprise,London,web,Data Export,how_to,Critical,2025-12-27 17:55:00,Saturday,17,27.0,46032.68,0,-0.917,The user cannot complete a workflow in Data Export. Error appears during how to.,80,0,0,47.0,Grace,30,9.13,187,0,2025-12-28 15:44:10,1,21.82,Critical,1
TCK-202509761,ACC-49668,SMB,Northern Ireland,web,Workflow Automation,service_outage,Critical,2025-09-30 12:21:00,Tuesday,12,26.0,10897.9,0,-0.63,Ticket raised through support queue for Workflow Automation; customer notes service outage and asks for next steps. critical.,125,1,0,15.0,Mia,17,5.27,33,0,2025-10-01 22:09:27,1,33.81,Critical,1
TCK-202509762,ACC-70180,SMB,East Midlands,partner portal,Workflow Automation,bug,Critical,2025-12-22 11:59:00,Monday,11,32.0,8216.48,4,0.106,Customer reports bug in Workflow Automation. They need help because a senior stakeholder is waiting. urgent.,108,1,0,10.0,George,17,18.61,210,0,2025-12-23 23:54:50,1,35.93,Critical,1
TCK-202509763,ACC-33132,Mid-Market,South East,phone,Workflow Automation,refund_request,High,2026-01-23 02:16:00,Friday,2,1.0,14759.2,2,-1.0,Account team escalated a customer case connected to Workflow Automation. Main issue: refund request.,100,0,0,50.0,Ava,29,0.13,133,1,2026-01-24 08:55:48,1,30.66,High,1
TCK-202509764,ACC-86199,SMB,Northern Ireland,web,Billing,how_to,Low,2026-02-21 02:53:00,Saturday,2,42.0,3059.56,4,-0.814,Account team escalated a customer case connected to Billing. Main issue: how to.,80,0,0,0.0,Grace,16,3.36,1,1,2026-02-21 18:13:36,0,15.34,Low,0
TCK-202509765,ACC-60910,Enterprise,London,web,Account Access,access_request,High,2026-02-16 15:26:00,Monday,15,28.0,28083.58,2,-0.754,Client asks for urgent support regarding access request; impact: the customer is threatening cancellation.,106,0,0,20.0,Noah,10,4.98,148,0,2026-02-17 08:57:54,0,17.53,High,0
TCK-202509766,ACC-25915,SMB,South West,web,Security,how_to,Medium,2026-01-24 16:40:00,Saturday,16,30.0,2207.18,5,0.16,The user cannot complete a workflow in Security. Error appears during how to.,77,0,0,19.0,Oliver,11,6.85,115,0,2026-01-25 13:13:16,0,20.55,Medium,0
TCK-202509767,ACC-72827,Mid-Market,South West,email,Account Access,refund_request,High,2025-09-30 07:04:00,Tuesday,7,13.0,12648.65,0,-0.135,Customer reports refund request in Account Access. They need help because the issue affects only one user.,106,0,0,52.0,Leo,17,0.1,178,0,2025-10-01 16:24:42,1,33.35,Critical,1
TCK-202509768,ACC-80307,Mid-Market,Wales,web,Billing,access_request,High,2025-09-22 02:29:00,Monday,2,27.0,4006.5,8,-0.256,Client asks for urgent support regarding access request; impact: a senior stakeholder is waiting.,97,0,0,38.0,Amelia,25,0.59,160,0,2025-09-23 10:05:18,1,31.61,High,1
TCK-202509769,ACC-95324,Mid-Market,Scotland,email,Security,integration_failure,Critical,2026-01-02 23:11:00,Friday,23,44.0,3228.21,3,-0.448,Account team escalated a customer case connected to Security. Main issue: integration failure. deadline.,104,1,0,24.0,Leo,27,5.29,97,0,2026-01-04 04:13:50,1,29.05,Critical,1
TCK-202509770,ACC-97551,Enterprise,South East,web,Mobile App,billing_query,Medium,2026-01-04 17:19:00,Sunday,17,31.0,23127.31,0,0.115,Client asks for urgent support regarding billing query; impact: an integration partner is blocked. Customer mentions billing dispute.,133,0,1,0.0,Muhammad,20,2.77,12,0,2026-01-04 21:34:18,0,4.26,Medium,0
TCK-202509771,ACC-96661,SMB,South East,web,Account Access,how_to,Medium,2026-02-07 01:16:00,Saturday,1,27.0,29429.19,1,0.471,Customer reports how to in Account Access. They need help because a compliance deadline is near.,96,0,0,10.0,Grace,14,1.47,28,0,2026-02-07 02:45:48,0,1.5,Medium,0
TCK-202509772,ACC-84984,SMB,Wales,web,Account Access,data_quality,Medium,2025-10-14 21:38:00,Tuesday,21,34.0,9672.93,0,0.274,Customer reports data quality in Account Access. They need help because a compliance deadline is near.,102,0,0,35.0,George,24,4.95,289,0,2025-10-16 03:30:59,0,29.88,Medium,0
TCK-202509773,ACC-86572,Public Sector,Scotland,web,Data Export,billing_query,Critical,2025-12-15 10:43:00,Monday,10,31.0,96740.73,0,0.232,Client asks for urgent support regarding billing query; impact: the issue affects only one user.,96,0,0,51.0,Oliver,23,0.12,120,0,2025-12-16 13:01:17,1,26.3,Critical,1
TCK-202509774,ACC-13864,SMB,Northern Ireland,phone,Workflow Automation,data_quality,Medium,2025-10-21 00:57:00,Tuesday,0,27.0,1554.96,1,-0.762,Client asks for urgent support regarding data quality; impact: payment processing is blocked.,93,0,0,33.0,Harry,15,0.67,284,0,2025-10-21 12:19:01,0,11.37,Medium,0
TCK-202509775,ACC-41177,Enterprise,Greater Manchester,chat,Account Access,data_quality,Critical,2025-12-29 06:35:00,Monday,6,22.0,51191.56,1,0.624,Account team escalated a customer case connected to Account Access. Main issue: data quality.,93,0,0,45.0,Noah,25,0.89,144,0,2025-12-30 11:53:23,1,29.31,Critical,1
TCK-202509776,ACC-13663,Mid-Market,Greater Manchester,phone,Workflow Automation,billing_query,High,2025-12-20 05:10:00,Saturday,5,45.0,5567.97,0,-0.554,Customer reports billing query in Workflow Automation. They need help because a compliance deadline is near.,108,0,0,23.0,Mia,19,16.38,195,0,2025-12-21 05:16:03,1,24.1,Critical,1
TCK-202509777,ACC-93059,Enterprise,Wales,web,Account Access,access_request,Critical,2025-11-24 21:36:00,Monday,21,27.0,204638.48,4,-0.563,Customer reports access request in Account Access. They need help because a senior stakeholder is waiting.,106,0,0,8.0,Amelia,4,9.64,1,0,2025-11-25 18:37:32,1,21.03,Critical,1
TCK-202509778,ACC-56409,SMB,South West,web,Account Access,data_quality,Critical,2026-02-14 14:43:00,Saturday,14,37.0,15696.63,0,0.942,Ticket raised through support queue for Account Access; customer notes data quality and asks for next steps.,108,0,0,45.0,Harry,3,4.5,210,0,2026-02-15 04:54:12,0,14.19,Medium,0
TCK-202509779,ACC-43889,Mid-Market,West Midlands,web,Workflow Automation,performance,Critical,2025-09-21 16:38:00,Sunday,16,19.0,13102.43,14,-0.521,The user cannot complete a workflow in Workflow Automation. Error appears during performance. urgent.,101,1,0,46.0,Harry,19,28.63,153,0,2025-09-24 01:32:41,1,56.91,Critical,1
TCK-202509780,ACC-67046,Enterprise,South West,web,Workflow Automation,how_to,Critical,2026-02-11 21:14:00,Wednesday,21,25.0,114470.78,1,-0.774,Account team escalated a customer case connected to Workflow Automation. Main issue: how to.,92,0,0,1.0,Mia,11,15.36,69,0,2026-02-13 02:04:23,1,28.84,Critical,1
TCK-202509781,ACC-62806,Public Sector,East Midlands,partner portal,Reporting,billing_query,Critical,2026-02-27 20:57:00,Friday,20,47.0,36522.17,0,-0.19,Ticket raised through support queue for Reporting; customer notes billing query and asks for next steps. immediately. Customer mentions billing dispute.,152,1,1,35.0,Amelia,24,15.52,73,0,2026-03-01 01:15:24,1,28.31,Critical,1
TCK-202509782,ACC-94168,SMB,Scotland,web,Reporting,bug,Critical,2025-11-26 20:47:00,Wednesday,20,28.0,13802.85,2,-0.575,Account team escalated a customer case connected to Reporting. Main issue: bug.,79,0,0,29.0,Sophie,20,107.22,62,0,2025-11-29 09:04:57,1,60.3,Critical,1
TCK-202509783,ACC-73914,SMB,West Midlands,web,Workflow Automation,how_to,High,2026-01-15 21:25:00,Thursday,21,25.0,5870.4,9,-0.432,Customer reports how to in Workflow Automation. They need help because a senior stakeholder is waiting. ASAP.,109,1,0,26.0,Isla,19,1.78,203,0,2026-01-16 19:28:50,0,22.06,High,0
TCK-202509784,ACC-79466,Mid-Market,Scotland,phone,Security,bug,High,2025-11-13 17:16:00,Thursday,17,15.0,7079.12,5,0.516,The user cannot complete a workflow in Security. Error appears during bug.,74,0,0,63.0,Isla,32,4.34,191,0,2025-11-14 21:34:42,1,28.31,High,1
TCK-202509785,ACC-82396,SMB,Yorkshire,email,Mobile App,performance,High,2025-11-04 04:12:00,Tuesday,4,13.0,8679.17,1,-0.676,The user cannot complete a workflow in Mobile App. Error appears during performance.,84,0,0,23.0,Oliver,26,11.27,144,0,2025-11-05 03:35:44,1,23.4,High,0
TCK-202509786,ACC-85180,Mid-Market,Greater Manchester,partner portal,Reporting,how_to,Medium,2025-12-27 22:17:00,Saturday,22,38.0,7684.86,5,-0.089,The user cannot complete a workflow in Reporting. Error appears during how to.,78,0,0,38.0,Ava,31,0.97,114,0,2025-12-28 03:56:56,0,5.67,Medium,0
TCK-202509787,ACC-13258,Enterprise,Wales,web,Billing,billing_query,Critical,2025-12-24 18:15:00,Wednesday,18,32.0,44270.36,4,0.59,Customer reports billing query in Mobile App. They need help because the issue affects only one user. Customer mentions credit.,127,0,1,42.0,Muhammad,15,6.12,157,0,2025-12-25 20:07:48,1,25.88,Critical,1
TCK-202509788,ACC-79265,SMB,Scotland,partner portal,Billing,access_request,Medium,2026-02-24 12:17:00,Tuesday,12,18.0,7242.31,9,0.161,Customer reports access request in Billing. They need help because the customer is threatening cancellation. critical.,118,1,0,0.0,Mia,10,1.64,82,0,2026-02-25 08:56:31,0,20.66,Medium,0
TCK-202509789,ACC-52746,SMB,Northern Ireland,phone,Payments,refund_request,Medium,2025-09-07 06:35:00,Sunday,6,24.0,8636.34,1,0.269,Customer reports refund request in payments. They need help because a senior stakeholder is waiting.,100,0,0,3.0,Mia,42,7.54,150,0,2025-09-07 18:12:25,0,11.62,Medium,0
