customer_segment,uk_region,support_channel,product_area,issue_category,priority_initial,day_of_week,hour_of_day,customer_tenure_months,contract_value_gbp,previous_tickets_90d,avg_sentiment_score,message_length,contains_urgent_keyword,contains_refund_keyword,agent_queue_length_at_submit,assigned_agent,agent_experience_months,backlog_age_hours,first_response_minutes,reopened_last_90d,submitted_hour,submitted_dayofweek_num,submitted_month,is_weekend,contract_value_log1p,queue_pressure,negative_sentiment_flag,high_backlog_flag,message_word_count,message_has_deadline,sla_breached,resolution_hours
Mid-Market,Greater Manchester,chat,Billing,integration_failure,Critical,Monday,9,48.0,27619.95,4,0.394,99,1,0,32.0,Amelia,34,4.05,157,0,9.0,0.0,10.0,0,10.226329821737453,0.9142857142857143,0,0,14,1,1,31.38
Mid-Market,West Midlands,partner portal,Workflow Automation,access_request,Medium,Monday,12,51.0,9317.17,1,-0.33,96,0,0,9.0,Oliver,32,0.53,104,0,12.0,0.0,9.0,0,9.139721536468743,0.2727272727272727,0,0,14,0,0,4.83
Enterprise,Wales,email,Api Integration,bug,Critical,Friday,0,28.0,55281.48,2,0.891,104,1,0,6.0,Isla,11,11.77,80,0,0.0,4.0,10.0,0,10.92021131995335,0.5,0,0,17,1,1,8.63
SMB,South West,partner portal,Payments,how_to,Low,Sunday,17,34.0,7865.99,0,0.027,81,0,0,22.0,Amelia,31,0.66,70,0,17.0,6.0,11.0,1,8.970430803195855,0.6875,0,0,13,0,0,12.74
SMB,South West,chat,Api Integration,service_outage,Critical,Sunday,0,45.0,7611.66,12,-1.0,114,1,0,33.0,Sophie,10,0.85,134,0,0.0,6.0,12.0,1,8.937567929859673,3.0,1,0,17,1,1,24.26
SMB,Scotland,partner portal,Payments,how_to,Medium,Tuesday,2,0.0,8025.4,0,0.222,96,0,0,45.0,Isla,38,11.79,63,0,2.0,1.0,11.0,0,8.990491387611403,1.1538461538461537,0,0,16,0,0,13.67
SMB,Wales,chat,Data Export,access_request,High,Saturday,8,0.0,7268.14,2,-0.26,91,0,0,38.0,Leo,1,12.26,101,0,8.0,5.0,10.0,1,8.89139326916985,19.0,0,0,14,1,0,19.0
SMB,Yorkshire,chat,Billing,integration_failure,Critical,Friday,22,50.0,29295.26,1,-0.009,116,1,0,30.0,Oliver,6,10.05,27,0,22.0,4.0,1.0,0,10.285215141806642,4.285714285714286,0,0,16,1,1,28.34
Enterprise,Wales,email,Billing,how_to,High,Thursday,11,49.0,8365.15,4,-0.65,77,0,0,63.0,Harry,10,5.05,264,1,11.0,3.0,12.0,0,9.031949081556924,5.7272727272727275,1,0,13,0,1,36.62
Enterprise,Northern Ireland,phone,Account Access,billing_query,Critical,Friday,16,42.0,72232.2,1,-0.727,103,0,0,51.0,Leo,1,0.08,133,0,16.0,4.0,9.0,0,11.187655052984772,25.5,1,0,16,1,1,20.84
Mid-Market,London,email,Data Export,access_request,Medium,Wednesday,5,21.0,11880.92,0,0.094,88,0,0,48.0,Muhammad,14,3.26,292,0,5.0,2.0,9.0,0,9.382773196019768,3.2,0,0,14,0,0,17.73
Enterprise,Greater Manchester,email,Mobile App,billing_query,Critical,Thursday,11,5.0,194355.07,0,1.0,139,1,1,22.0,Sophie,18,1.85,65,0,11.0,3.0,11.0,0,12.177447168105488,1.1578947368421053,0,0,19,1,1,29.13
SMB,Wales,chat,Billing,bug,High,Thursday,10,21.0,11313.72,0,0.511,85,0,0,47.0,Mia,4,11.95,94,0,10.0,3.0,10.0,0,9.333859811848948,9.4,0,0,13,0,1,26.81
Mid-Market,Yorkshire,email,Security,bug,Critical,Monday,10,51.0,11541.08,5,-0.24,78,0,0,74.0,Sophie,1,1.03,280,0,10.0,0.0,2.0,0,9.353754766454655,37.0,0,0,12,0,1,32.34
SMB,Greater Manchester,phone,Payments,integration_failure,Critical,Saturday,1,11.0,41240.42,0,0.063,107,1,0,10.0,Leo,53,10.17,33,0,1.0,5.0,11.0,1,10.627198370127827,0.18518518518518517,0,0,14,0,1,20.72
Enterprise,Greater Manchester,phone,Account Access,access_request,Critical,Tuesday,3,37.0,54386.87,1,-0.047,95,0,0,43.0,Noah,23,2.89,132,0,3.0,1.0,11.0,0,10.90389643003958,1.7916666666666667,0,0,14,0,1,22.07
SMB,Wales,web,Workflow Automation,bug,Critical,Thursday,14,56.0,2457.54,4,0.222,84,0,0,61.0,George,1,8.96,189,0,14.0,3.0,11.0,0,7.807322956803022,30.5,0,0,13,1,1,28.69
Mid-Market,South West,email,Billing,bug,High,Sunday,19,26.0,11222.8,1,0.546,84,0,0,40.0,Harry,30,10.21,205,0,19.0,6.0,10.0,1,9.325791802664165,1.2903225806451613,0,0,12,1,1,26.68
SMB,East Midlands,email,Mobile App,service_outage,Critical,Monday,23,0.0,9387.41,0,-0.594,102,1,0,38.0,Isla,54,5.02,190,0,23.0,0.0,2.0,0,9.147231228791041,0.6909090909090909,1,0,17,1,1,19.39
Mid-Market,South East,chat,Reporting,performance,High,Thursday,6,26.0,11595.41,11,-0.335,88,0,0,10.0,Sophie,22,2.53,145,0,6.0,3.0,9.0,0,9.358450846436163,0.43478260869565216,0,0,13,1,1,35.61
SMB,East Midlands,chat,Reporting,service_outage,Critical,Monday,19,16.0,13076.15,5,-0.619,99,1,0,30.0,George,1,38.49,208,0,19.0,0.0,12.0,0,9.478621711361479,15.0,1,1,14,1,1,52.61
Public Sector,East Midlands,email,Mobile App,service_outage,Critical,Monday,19,33.0,222766.58,3,-0.762,108,1,0,38.0,George,1,8.49,179,0,19.0,0.0,2.0,0,12.313884264777757,19.0,1,0,16,1,1,29.92
SMB,Greater Manchester,web,Account Access,bug,Critical,Thursday,6,9.0,15845.58,5,-1.0,96,1,0,14.0,Noah,25,0.55,100,0,6.0,3.0,11.0,0,9.67070898315245,0.5384615384615384,1,0,15,1,1,20.82
SMB,Yorkshire,web,Workflow Automation,service_outage,Critical,Monday,23,32.0,25872.72,10,-0.091,121,1,0,35.0,Harry,14,0.75,143,1,23.0,0.0,10.0,0,10.160983060745025,2.3333333333333335,0,0,18,0,1,32.18
Mid-Market,East Midlands,web,Api Integration,how_to,Critical,Tuesday,16,44.0,6658.91,6,-0.945,84,0,0,74.0,Noah,29,22.18,285,0,16.0,1.0,1.0,0,8.803861249929612,2.466666666666667,1,1,14,0,1,33.49
SMB,South East,email,Data Export,integration_failure,Critical,Sunday,14,29.0,12558.77,4,-1.0,101,1,0,37.0,Harry,35,15.91,233,1,14.0,6.0,1.0,1,9.43825412775261,1.0277777777777777,1,1,15,1,1,39.18
SMB,Greater Manchester,chat,Api Integration,service_outage,Critical,Wednesday,4,11.0,9295.92,4,-1.0,102,1,0,42.0,Noah,17,18.4,38,0,4.0,2.0,9.0,0,9.137438441492515,2.3333333333333335,1,1,15,1,1,47.53
SMB,Greater Manchester,web,Account Access,service_outage,High,Friday,17,27.0,5999.13,1,0.148,114,1,0,23.0,Leo,22,1.76,156,0,17.0,4.0,10.0,0,8.69953641464214,1.0,0,0,17,1,1,28.18
Mid-Market,Scotland,phone,Reporting,how_to,Medium,Monday,15,56.0,24107.08,1,0.565,87,0,0,23.0,Amelia,1,3.53,179,0,15.0,0.0,9.0,0,10.09030233299796,11.5,0,0,13,1,0,19.34
Enterprise,Greater Manchester,chat,Workflow Automation,service_outage,Critical,Thursday,20,40.0,42254.01,4,-0.03,105,1,0,24.0,Mia,22,10.7,93,0,20.0,3.0,9.0,0,10.651478205636938,1.0434782608695652,0,0,14,1,1,35.24
SMB,Northern Ireland,web,Api Integration,bug,Medium,Monday,15,33.0,2737.11,0,-0.515,81,0,0,43.0,George,22,2.44,60,0,15.0,0.0,10.0,0,7.915023180351834,1.8695652173913044,1,0,13,0,0,34.66
SMB,London,web,Account Access,how_to,Medium,Thursday,3,47.0,12037.31,6,0.307,89,0,0,31.0,Leo,24,7.29,170,0,3.0,3.0,2.0,0,9.395849343562155,1.24,0,0,14,1,0,19.42
Mid-Market,Greater Manchester,phone,Billing,bug,Critical,Tuesday,15,35.0,63602.05,0,0.212,73,0,0,46.0,Isla,44,13.48,68,0,15.0,1.0,12.0,0,11.060416704153205,1.0222222222222221,0,0,12,0,1,18.88
Mid-Market,Scotland,email,Reporting,how_to,Low,Tuesday,8,35.0,11348.89,1,0.733,82,0,0,26.0,Grace,20,3.27,205,0,8.0,1.0,10.0,0,9.336963331232628,1.2380952380952381,0,0,13,0,0,15.57
Mid-Market,Yorkshire,partner portal,Billing,refund_request,High,Monday,20,23.0,2108.33,6,-0.747,88,0,0,7.0,Sophie,24,9.46,96,0,20.0,0.0,12.0,0,7.654125640500003,0.28,1,0,13,0,1,28.84
SMB,Yorkshire,chat,Workflow Automation,how_to,Medium,Wednesday,1,24.0,6155.61,0,0.417,91,0,0,39.0,Mia,35,20.2,132,0,1.0,2.0,1.0,0,8.725281580368037,1.0833333333333333,0,1,14,1,0,28.88
SMB,Greater Manchester,email,Payments,how_to,Medium,Monday,5,41.0,21984.94,0,-0.328,77,0,0,23.0,Harry,1,6.33,162,0,5.0,0.0,9.0,0,9.998158437125715,11.5,0,0,13,0,0,16.88
Mid-Market,London,chat,Security,access_request,Medium,Thursday,18,27.0,11003.09,1,0.478,91,0,0,47.0,Oliver,15,6.07,187,0,18.0,3.0,10.0,0,9.306022300855075,2.9375,0,0,14,1,0,18.09
SMB,West Midlands,email,Security,integration_failure,High,Friday,22,33.0,2002.68,2,-0.118,120,1,0,1.0,Harry,6,6.05,48,0,22.0,4.0,10.0,0,7.602740768815722,0.14285714285714285,0,0,16,1,1,33.36
Mid-Market,Greater Manchester,web,Api Integration,service_outage,High,Tuesday,11,8.0,5023.05,2,0.296,105,1,0,11.0,Ava,7,11.48,171,0,11.0,1.0,1.0,0,8.52199166032781,1.375,0,0,15,1,1,31.27
SMB,West Midlands,web,Api Integration,data_quality,Critical,Friday,8,27.0,9547.39,3,0.167,109,0,0,45.0,Muhammad,48,22.18,109,0,8.0,4.0,1.0,0,9.164127832875058,0.9183673469387755,0,1,17,0,1,31.6
SMB,Scotland,web,Account Access,bug,Medium,Sunday,8,66.0,1719.4,1,0.202,99,0,0,22.0,Amelia,33,17.57,48,0,8.0,6.0,11.0,1,7.450312100909581,0.6470588235294118,0,1,16,0,0,28.82
Mid-Market,Scotland,chat,Reporting,service_outage,Critical,Saturday,1,32.0,6200.84,0,-0.005,105,1,0,18.0,Sophie,4,8.77,122,0,1.0,5.0,2.0,1,8.732601301197981,3.6,0,0,14,1,1,40.94
SMB,Yorkshire,email,Workflow Automation,performance,High,Friday,20,2.0,9417.09,2,-0.234,106,0,0,30.0,Mia,1,8.82,87,0,20.0,4.0,10.0,0,9.150387586926877,15.0,0,0,15,1,0,19.32
SMB,London,phone,Security,integration_failure,Critical,Sunday,18,13.0,10297.27,2,-0.342,113,1,0,50.0,Sophie,27,1.99,139,0,18.0,6.0,11.0,1,9.239731198945622,1.7857142857142858,0,0,15,1,1,25.68
Enterprise,South West,web,Workflow Automation,performance,Critical,Thursday,16,45.0,65132.17,4,-0.66,97,0,0,50.0,Mia,41,10.97,177,0,16.0,3.0,10.0,0,11.084189222243005,1.1904761904761905,1,0,13,0,1,20.74
SMB,West Midlands,email,Mobile App,how_to,High,Sunday,5,19.0,1828.84,0,-0.159,85,1,0,41.0,George,24,5.82,237,0,5.0,6.0,12.0,1,7.511983810319104,1.64,0,0,15,1,0,5.56
SMB,West Midlands,email,Account Access,refund_request,High,Sunday,19,8.0,3505.92,0,-0.082,133,0,1,43.0,Harry,12,13.77,124,0,19.0,6.0,9.0,1,8.162493438360174,3.3076923076923075,0,1,18,0,1,31.56
Mid-Market,South East,web,Mobile App,how_to,Medium,Thursday,0,21.0,19115.46,1,0.355,98,0,0,24.0,Isla,21,11.8,76,0,0.0,3.0,10.0,0,9.85830502302016,1.0909090909090908,0,0,17,0,0,7.65
Public Sector,West Midlands,web,Mobile App,data_quality,Critical,Saturday,0,6.0,40530.03,2,0.391,102,0,0,26.0,Noah,6,4.92,181,0,0.0,5.0,9.0,1,10.60982313257356,3.7142857142857144,0,0,16,1,1,23.35
Mid-Market,Northern Ireland,email,Security,service_outage,Medium,Monday,10,26.0,26826.09,0,0.652,114,1,0,42.0,Harry,11,23.06,178,0,10.0,0.0,11.0,0,10.19716747685904,3.5,0,1,17,1,0,47.72
SMB,West Midlands,email,Api Integration,integration_failure,Critical,Tuesday,16,14.0,13486.22,1,-1.0,110,1,0,69.0,Isla,35,7.61,239,0,16.0,1.0,9.0,0,9.509497849387971,1.9166666666666667,1,0,15,1,1,39.34
SMB,Northern Ireland,chat,Billing,data_quality,Low,Friday,19,12.0,7654.3,1,0.496,91,0,0,44.0,Muhammad,14,12.41,173,0,19.0,4.0,1.0,0,8.943153497395722,2.933333333333333,0,0,15,0,0,28.18
SMB,London,web,Billing,billing_query,Medium,Tuesday,8,44.0,5356.12,6,0.88,125,0,1,31.0,Sophie,1,4.97,245,0,8.0,1.0,11.0,0,8.58618179622742,15.5,0,0,17,0,0,28.01
Public Sector,London,chat,Mobile App,service_outage,Critical,Saturday,20,47.0,27402.45,0,-0.29,97,1,0,26.0,Mia,14,26.1,204,0,20.0,5.0,9.0,1,10.218424196858619,1.7333333333333334,0,1,15,1,1,43.49
Public Sector,South East,partner portal,Workflow Automation,integration_failure,Critical,Friday,4,30.0,54011.41,2,-0.027,123,1,0,41.0,Isla,18,6.71,177,0,4.0,4.0,11.0,0,10.896969113957846,2.1578947368421053,0,0,17,1,1,29.37
SMB,Scotland,web,Payments,billing_query,High,Friday,21,24.0,6802.82,4,-1.0,124,0,1,39.0,Amelia,54,2.52,158,0,21.0,4.0,2.0,0,8.825239498139357,0.7090909090909091,1,0,18,0,1,26.49
SMB,Scotland,email,Data Export,integration_failure,Critical,Saturday,0,52.0,19004.43,9,-0.308,112,1,0,46.0,Mia,12,2.51,262,1,0.0,5.0,1.0,1,9.852480006792229,3.5384615384615383,0,0,15,1,1,25.56
Mid-Market,South East,chat,Security,access_request,High,Monday,14,21.0,57803.06,0,0.013,100,0,0,16.0,Leo,8,3.08,106,0,14.0,0.0,10.0,0,10.964814294408132,1.7777777777777777,0,0,16,0,0,15.45
SMB,Wales,web,Api Integration,bug,Critical,Friday,2,32.0,5991.88,1,0.215,103,1,0,53.0,Ava,24,16.42,260,0,2.0,4.0,9.0,0,8.698327376897128,2.12,0,1,16,0,1,33.03
Mid-Market,South East,web,Mobile App,access_request,Critical,Friday,18,12.0,17064.89,1,0.454,116,1,0,60.0,Noah,14,17.38,248,0,18.0,4.0,9.0,0,9.744837013511477,4.0,0,1,18,0,1,27.37
SMB,Yorkshire,phone,Billing,how_to,Low,Friday,0,38.0,3296.77,1,-0.05,76,0,0,45.0,Oliver,10,7.64,34,0,0.0,4.0,2.0,0,8.10100176145175,4.090909090909091,0,0,13,0,0,20.18
SMB,South East,chat,Billing,refund_request,Critical,Tuesday,20,42.0,47065.16,5,-0.127,84,0,0,36.0,Leo,29,20.25,174,0,20.0,1.0,2.0,0,10.759309550442707,1.2,0,1,13,0,1,29.95
Enterprise,West Midlands,email,Mobile App,how_to,Critical,Monday,13,0.0,107542.58,1,0.258,96,0,0,36.0,Sophie,36,1.35,24,0,13.0,0.0,9.0,0,11.585651439748199,0.972972972972973,0,0,16,1,1,12.69
SMB,Greater Manchester,web,Billing,billing_query,Medium,Tuesday,3,24.0,7284.48,2,-0.369,83,0,0,44.0,George,1,0.2,154,0,3.0,1.0,10.0,0,8.893638605271361,22.0,1,0,13,0,0,21.43
Enterprise,Northern Ireland,web,Data Export,integration_failure,Critical,Monday,0,46.0,51823.19,6,-0.021,123,1,0,1.0,Noah,31,1.35,91,1,0.0,0.0,9.0,0,10.855612307659406,0.03125,0,0,17,1,1,30.77
SMB,Greater Manchester,chat,Data Export,performance,High,Friday,20,27.0,39892.45,5,0.099,92,0,0,10.0,George,15,1.54,76,0,20.0,4.0,2.0,0,10.59396742900116,0.625,0,0,13,1,0,18.0
SMB,West Midlands,email,Data Export,service_outage,Critical,Tuesday,12,20.0,11133.14,2,-0.917,98,1,0,16.0,Noah,14,0.03,113,0,12.0,1.0,11.0,0,9.317771342761759,1.0666666666666667,1,0,15,0,1,27.24
Mid-Market,East Midlands,chat,Api Integration,bug,High,Friday,4,38.0,4545.66,0,0.478,88,0,0,54.0,Ava,24,4.46,306,0,4.0,4.0,10.0,0,8.422148176452609,2.16,0,0,13,1,0,19.28
SMB,West Midlands,email,Mobile App,bug,Critical,Saturday,19,1.0,62552.53,7,0.151,83,0,0,35.0,Isla,1,22.18,211,0,19.0,5.0,1.0,1,11.043777949154789,17.5,0,1,12,1,1,37.25
Mid-Market,East Midlands,email,Billing,performance,Critical,Wednesday,20,25.0,23957.91,1,-0.153,100,0,0,17.0,Oliver,18,33.8,109,0,20.0,2.0,1.0,0,10.084095558707093,0.8947368421052632,0,1,15,0,1,21.83
SMB,South West,phone,Reporting,data_quality,Critical,Saturday,16,19.0,6549.06,4,0.201,93,0,0,43.0,Mia,15,29.65,167,0,16.0,5.0,12.0,1,8.787229488892686,2.6875,0,1,14,1,1,44.25
Mid-Market,Wales,chat,Account Access,performance,Critical,Sunday,13,17.0,15664.24,2,-0.714,104,1,0,35.0,Muhammad,4,7.43,77,0,13.0,6.0,12.0,1,9.659199524047736,7.0,1,0,14,1,1,17.7
Mid-Market,Scotland,partner portal,Data Export,bug,Medium,Wednesday,18,49.0,7175.63,5,0.192,80,0,0,1.0,Grace,9,1.12,47,0,18.0,2.0,11.0,0,8.878585192527224,0.1,0,0,13,1,0,17.73
Mid-Market,West Midlands,chat,Reporting,bug,High,Monday,15,27.0,4301.6,1,-0.005,79,0,0,47.0,Sophie,33,6.3,154,0,15.0,0.0,11.0,0,8.366974770116585,1.3823529411764706,0,0,12,0,0,16.57
Enterprise,South West,chat,Workflow Automation,service_outage,Critical,Friday,9,16.0,43706.79,4,0.119,125,1,0,63.0,Sophie,27,2.29,150,0,9.0,4.0,1.0,0,10.685281626066667,2.25,0,0,18,0,1,38.39
SMB,Wales,chat,Payments,bug,Medium,Thursday,7,28.0,5164.42,0,0.678,86,0,0,45.0,Leo,26,1.21,108,0,7.0,3.0,1.0,0,8.549741694801455,1.6666666666666667,0,0,13,0,0,14.65
SMB,London,web,Billing,service_outage,Critical,Thursday,14,13.0,7515.59,2,-0.949,97,1,0,44.0,George,39,6.06,191,0,14.0,3.0,10.0,0,8.924867856654158,1.1,1,0,14,1,1,24.29
SMB,Northern Ireland,email,Data Export,service_outage,Critical,Monday,22,37.0,3144.83,6,-0.218,104,1,0,43.0,Ava,23,10.64,73,0,22.0,0.0,11.0,0,8.05383304528596,1.7916666666666667,0,0,15,1,1,26.43
SMB,Greater Manchester,web,Billing,access_request,Medium,Saturday,11,41.0,27031.38,5,-0.668,99,0,0,42.0,Isla,27,7.25,80,0,11.0,5.0,12.0,1,10.204790685708756,1.5,1,0,16,0,0,25.0
Enterprise,Yorkshire,chat,Reporting,bug,Medium,Monday,10,14.0,41440.2,0,0.031,79,0,0,46.0,Amelia,24,2.41,157,0,10.0,0.0,10.0,0,10.63203083404306,1.84,0,0,12,0,0,27.37
SMB,East Midlands,email,Billing,service_outage,Critical,Thursday,11,0.0,18461.07,0,-0.009,118,1,0,46.0,Amelia,52,7.67,185,0,11.0,3.0,1.0,0,9.823473636114786,0.8679245283018868,0,0,16,1,1,16.15
SMB,Scotland,phone,Api Integration,refund_request,Low,Monday,4,12.0,11869.33,4,-0.175,92,0,0,17.0,George,1,18.09,142,0,4.0,0.0,11.0,0,9.381797288396712,8.5,0,1,14,0,0,19.6
Mid-Market,Northern Ireland,email,Security,how_to,Critical,Sunday,12,2.0,38898.66,3,0.158,96,0,0,46.0,Grace,10,5.4,254,0,12.0,6.0,11.0,1,10.568740789208443,4.181818181818182,0,0,16,0,1,21.17
Public Sector,Wales,chat,Account Access,data_quality,Critical,Monday,12,36.0,49479.67,0,0.108,98,0,0,41.0,Leo,5,3.44,172,0,12.0,0.0,9.0,0,10.809337367239324,6.833333333333333,0,0,16,0,1,40.24
SMB,South East,chat,Data Export,performance,Critical,Monday,1,54.0,20891.2,5,-0.998,91,1,0,0.0,Amelia,17,63.14,48,0,1.0,0.0,9.0,0,9.947131162552681,0.0,1,1,14,1,1,39.16
Enterprise,South West,email,Workflow Automation,bug,Critical,Sunday,8,15.0,86844.32,1,0.503,100,0,0,25.0,Ava,2,9.12,265,0,8.0,6.0,11.0,1,11.371883884206985,8.333333333333334,0,0,15,0,1,38.05
SMB,Greater Manchester,phone,Reporting,performance,Critical,Thursday,21,33.0,24131.08,1,0.436,102,0,0,44.0,George,21,17.41,50,0,21.0,3.0,10.0,0,10.09129735465544,2.0,0,1,15,0,1,20.71
SMB,Greater Manchester,chat,Data Export,billing_query,High,Sunday,19,2.0,6049.52,2,-0.851,87,0,0,34.0,Leo,28,10.12,215,0,19.0,6.0,1.0,1,8.707899497744584,1.1724137931034482,1,0,14,0,1,24.54
Mid-Market,Wales,email,Reporting,billing_query,Critical,Tuesday,6,18.0,20768.13,7,-0.863,99,1,0,37.0,Isla,1,5.6,80,0,6.0,1.0,1.0,0,9.941223028655353,18.5,1,0,14,1,1,26.75
Public Sector,Wales,phone,Data Export,integration_failure,Critical,Thursday,11,31.0,14682.53,1,-0.48,106,1,0,21.0,Noah,4,1.17,240,0,11.0,3.0,2.0,0,9.594481736477121,4.2,1,0,15,0,1,37.08
SMB,Yorkshire,chat,Billing,how_to,Medium,Friday,5,46.0,11568.43,2,0.676,86,0,0,38.0,Leo,29,16.53,124,0,5.0,4.0,10.0,0,9.356121553632745,1.2666666666666666,0,1,13,1,0,32.9
Mid-Market,East Midlands,email,Account Access,data_quality,High,Friday,0,4.0,5527.16,12,0.701,108,0,0,39.0,Grace,17,9.44,148,1,0.0,4.0,2.0,0,8.617610308588707,2.1666666666666665,0,0,17,0,1,39.53
Public Sector,London,phone,Mobile App,integration_failure,Medium,Monday,8,27.0,26944.87,8,0.238,114,1,0,35.0,Leo,12,9.11,159,0,8.0,0.0,12.0,0,10.201585317840413,2.6923076923076925,0,0,15,1,0,32.44
Public Sector,Greater Manchester,phone,Workflow Automation,bug,Critical,Sunday,3,3.0,32199.95,2,-0.009,89,0,0,42.0,Amelia,15,10.8,83,0,3.0,6.0,11.0,1,10.379751234202882,2.625,0,0,13,0,1,39.67
Enterprise,South West,email,Payments,access_request,High,Monday,7,74.0,26865.24,1,-0.104,85,0,0,25.0,Grace,37,3.74,215,0,7.0,0.0,1.0,0,10.198625758807207,0.6578947368421053,0,0,13,0,0,14.25
SMB,South East,email,Billing,performance,High,Monday,3,38.0,12966.09,4,0.86,100,0,0,16.0,Isla,11,31.17,264,0,3.0,0.0,11.0,0,9.47016988822041,1.3333333333333333,0,1,15,0,1,38.33
SMB,Greater Manchester,email,Payments,integration_failure,High,Saturday,6,32.0,4399.46,7,-0.104,120,1,0,15.0,Mia,19,2.13,109,0,6.0,5.0,12.0,1,8.389464359896403,0.75,0,0,15,1,0,16.9
SMB,Northern Ireland,chat,Payments,bug,Critical,Thursday,10,41.0,14819.76,4,-0.723,80,0,0,50.0,Noah,1,30.23,121,0,10.0,3.0,9.0,0,9.60378417958648,25.0,1,1,13,1,1,49.18
SMB,Greater Manchester,email,Billing,how_to,Medium,Tuesday,7,50.0,18751.83,1,0.098,95,0,0,30.0,Noah,14,4.86,45,0,7.0,1.0,11.0,0,9.8390999533426,2.0,0,0,16,0,0,28.04
SMB,West Midlands,chat,Mobile App,data_quality,High,Sunday,7,3.0,15121.98,3,-0.556,89,0,0,11.0,Sophie,21,10.83,73,0,7.0,6.0,9.0,1,9.623970720260942,0.5,1,0,14,1,0,19.07
SMB,Wales,web,Security,refund_request,Critical,Tuesday,11,28.0,10542.63,8,-0.175,102,1,0,43.0,Grace,14,7.11,212,0,11.0,1.0,11.0,0,9.263277165079542,2.8666666666666667,0,0,14,0,1,41.44
Enterprise,South East,phone,Api Integration,bug,Critical,Tuesday,8,59.0,54191.47,0,0.385,85,0,0,36.0,Muhammad,16,7.38,126,0,8.0,1.0,9.0,0,10.900297247886789,2.1176470588235294,0,0,13,0,1,33.36
Mid-Market,London,web,Mobile App,integration_failure,High,Monday,22,32.0,15566.87,0,0.527,112,1,0,19.0,Leo,31,3.27,138,0,22.0,0.0,12.0,0,9.652964453928433,0.59375,0,0,14,1,0,20.5
SMB,Scotland,email,Account Access,access_request,High,Wednesday,1,26.0,7415.13,9,-0.458,95,0,0,59.0,George,1,2.81,275,0,1.0,2.0,10.0,0,8.911412636757635,29.5,1,0,14,0,0,21.1
SMB,Scotland,web,Account Access,data_quality,High,Friday,17,13.0,20993.9,1,0.219,98,0,0,39.0,Isla,23,5.01,1,0,17.0,4.0,1.0,0,9.952034830068131,1.625,0,0,16,0,0,12.64
Enterprise,East Midlands,web,Security,service_outage,Critical,Saturday,5,12.0,37347.12,6,0.518,95,1,0,18.0,Muhammad,3,31.81,178,0,5.0,5.0,1.0,1,10.52803785462211,4.5,0,1,14,0,1,33.11
Mid-Market,South West,chat,Billing,integration_failure,Critical,Saturday,5,5.0,6764.74,0,-1.0,99,1,0,28.0,Amelia,28,10.92,282,0,5.0,5.0,12.0,1,8.819626921171027,0.9655172413793104,1,0,14,1,1,34.44
Enterprise,East Midlands,email,Security,access_request,Critical,Monday,5,21.0,112061.2,0,-1.0,89,0,0,30.0,Amelia,32,0.57,161,0,5.0,0.0,9.0,0,11.626809353266381,0.9090909090909091,1,0,13,0,1,14.42
Mid-Market,South West,chat,Payments,integration_failure,Medium,Sunday,1,35.0,14764.97,2,-0.659,119,1,0,37.0,Oliver,14,16.44,110,0,1.0,6.0,12.0,1,9.600080487922614,2.466666666666667,1,1,17,1,0,30.13
SMB,London,email,Workflow Automation,access_request,High,Saturday,13,37.0,12477.28,2,0.154,115,0,0,60.0,Amelia,19,14.54,210,0,13.0,5.0,12.0,1,9.431744811912479,3.0,0,1,17,0,0,22.25
Mid-Market,South West,email,Billing,refund_request,Critical,Monday,20,23.0,20283.87,1,-0.512,112,0,1,46.0,Isla,22,9.23,98,0,20.0,0.0,12.0,0,9.91763056694365,2.0,1,0,16,0,1,8.22
Mid-Market,South East,email,Payments,performance,High,Monday,6,38.0,16342.58,1,0.28,86,0,0,24.0,Amelia,1,20.56,280,0,6.0,0.0,11.0,0,9.701590438663601,12.0,0,1,12,0,1,24.27
SMB,Greater Manchester,chat,Mobile App,data_quality,High,Sunday,2,12.0,6392.33,1,-0.731,85,0,0,43.0,Leo,31,1.3,131,0,2.0,6.0,11.0,1,8.76301053839275,1.34375,1,0,14,0,0,15.56
Mid-Market,South West,web,Account Access,data_quality,Critical,Saturday,13,83.0,59250.78,0,-0.384,93,0,0,39.0,George,36,20.98,212,0,13.0,5.0,11.0,1,10.989551100740213,1.054054054054054,1,1,14,0,1,33.09
Mid-Market,London,email,Account Access,bug,High,Saturday,13,32.0,12234.69,1,0.08,84,0,0,35.0,Grace,30,1.4,249,0,13.0,5.0,10.0,1,9.412112369873034,1.1290322580645162,0,0,13,1,0,20.94
SMB,Yorkshire,email,Billing,service_outage,Critical,Sunday,1,46.0,49853.3,1,-0.408,111,1,0,56.0,Amelia,16,4.78,205,0,1.0,6.0,1.0,1,10.81686003044624,3.2941176470588234,1,0,16,0,1,19.56
SMB,Yorkshire,partner portal,Payments,bug,Medium,Thursday,6,22.0,18722.97,3,1.0,85,0,0,31.0,Mia,33,0.61,113,0,6.0,3.0,10.0,0,9.83755980019693,0.9117647058823529,0,0,13,1,0,12.18
SMB,South East,chat,Billing,bug,Medium,Sunday,12,10.0,5352.32,2,0.691,88,0,0,33.0,Muhammad,41,4.82,113,0,12.0,6.0,11.0,1,8.585472208169517,0.7857142857142857,0,0,13,1,0,14.57
